MACHINE_ID,MACHINE_DATA,TIMESTAMP,WAFER_ID,STAGE,CHAMBER,USAGE_OF_BACKING_FILM,USAGE_OF_DRESSER,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER_TABLE,PRESSURIZED_CHAMBER_PRESSURE,MAIN_OUTER_AIR_BAG_PRESSURE,CENTER_AIR_BAG_PRESSURE,RETAINER_RING_PRESSURE,RIPPLE_AIR_BAG_PRESSURE,USAGE_OF_MEMBRANE,USAGE_OF_PRESSURIZED_SHEET,SLURRY_FLOW_LINE_A,SLURRY_FLOW_LINE_B,SLURRY_FLOW_LINE_C,WAFER_ROTATION,STAGE_ROTATION,HEAD_ROTATION,DRESSING_WATER_STATUS,EDGE_AIR_BAG_PRESSURE
2,1,481637098.3,371447024,A,1,9302.5,534.0740741,293.3333333,2666.25,66.66666667,348,101.875,1743.3,15.22727273,110.3063241,2790.75,2.222222222,0.909090909,576.8,34.65116279,0,156.8,1,60.60606061
2,1,481637099.3,371447024,A,1,9302.5,534.0740741,293.3333333,2666.25,66.66666667,346.8,101.875,1743.3,15.22727273,110.3063241,2790.75,2.222222222,0.909090909,579.6,34.65116279,0,156.8,1,60.90909091
2,1,481637100.3,371447024,A,1,9302.5,534.0740741,293.3333333,2666.25,67.14285714,346.8,101.875,1747.2,15.22727273,110.3063241,2790.75,2.222222222,0.909090909,579.6,34.65116279,0,156.8,1,60.90909091
2,1,481637101.7,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,346.8,101.875,1739.4,15.22727273,110.3162055,2791,2.222222222,0.909090909,582.4,34.65116279,0,156.8,1,60.60606061
2,1,481637102.3,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,348,101.875,1735.5,15.22727273,110.3162055,2791,2.222222222,0.909090909,579.6,34.65116279,0,156.8,1,60.90909091
2,1,481637103.3,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,348,101.875,1735.5,15.22727273,110.3162055,2791,2.222222222,0.909090909,582.4,34.65116279,0,160,1,60.90909091
2,1,481637104.3,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,348,101.875,1739.4,15.22727273,110.3162055,2791,2.222222222,0.909090909,582.4,34.65116279,0,160,1,60.60606061
2,1,481637105.3,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,348,101.875,1735.5,15.22727273,110.3162055,2791,2.222222222,0.909090909,582.4,34.65116279,0,160,1,60.60606061
2,1,481637106.7,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,346.8,101.875,1735.5,15.27272727,110.3162055,2791,2.222222222,0.909090909,582.4,0,0,160,1,60.90909091
2,1,481637107.3,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,346.8,101.875,1743.3,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,160,1,60.60606061
2,1,481637108.3,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,346.8,101.875,1743.3,15.22727273,110.3162055,2791,2.222222222,0.909090909,582.4,0,0,160,1,60.60606061
2,1,481637109.3,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,346.8,101.875,1739.4,15.22727273,110.3162055,2791,2.222222222,0.909090909,582.4,0,0,160,1,60.60606061
2,1,481637110.3,371447024,A,1,9303.333333,534.0740741,293.3333333,2666.25,67.14285714,346.8,101.875,1735.5,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,160,1,60.60606061
2,1,481637111.7,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1739.4,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,160,1,60.60606061
2,1,481637112.3,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,66.66666667,348,101.875,1735.5,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,156.8,1,60.60606061
2,1,481637113.3,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1739.4,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,156.8,1,60.60606061
2,1,481637114.3,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1739.4,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,156.8,1,60.60606061
2,1,481637115.3,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,66.66666667,346.8,101.875,1735.5,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,156.8,1,60.90909091
2,1,481637116.7,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,67.14285714,346.8,101.875,1731.6,15.27272727,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,156.8,1,60.60606061
2,1,481637117.3,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,0,156.8,1,60.90909091
2,1,481637118.3,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.3162055,2791,2.222222222,0.909090909,588,0,0,166.4,1,60.60606061
2,1,481637119.7,371447024,A,1,9303.333333,534.0740741,294.0740741,2666.25,67.14285714,346.8,101.875,1735.5,15.22727273,110.3162055,2791,2.222222222,0.909090909,585.2,0,65.52631579,176,1,60.90909091
2,1,481637120.7,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,585.2,0,65.52631579,182.4,1,60.60606061
2,1,481637121.7,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,66.66666667,346.8,101.875,1735.5,15.22727273,110.326087,2791.25,2.222222222,0.909090909,585.2,0,65.52631579,188.8,1,60.60606061
2,1,481637122.3,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,585.2,0,65.52631579,188.8,1,60.60606061
2,1,481637123.3,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1727.7,15.22727273,110.326087,2791.25,2.222222222,0.909090909,588,0,65.52631579,188.8,1,60.90909091
2,1,481637124.3,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1723.8,15.27272727,110.326087,2791.25,2.222222222,0.909090909,585.2,0,65.52631579,188.8,1,60.60606061
2,1,481637125.7,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1727.7,15.22727273,110.326087,2791.25,2.222222222,0.909090909,588,0,65.52631579,192,1,60.60606061
2,1,481637126.7,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,346.8,101.875,1727.7,15.27272727,110.326087,2791.25,2.222222222,0.909090909,588,0,65.52631579,188.8,1,60.60606061
2,1,481637127.3,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,585.2,0,66.05263158,188.8,1,60.60606061
2,1,481637128.3,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,66.66666667,348,101.875,1727.7,15.22727273,110.326087,2791.25,2.222222222,0.909090909,588,0,66.05263158,182.4,1,60.60606061
2,1,481637129.3,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1727.7,15.22727273,110.326087,2791.25,2.222222222,0.909090909,588,0,131.0526316,176,1,60.90909091
2,1,481637130.3,371447024,A,1,9304.166667,534.0740741,294.0740741,2666.25,67.14285714,348,101.875,1727.7,15.22727273,110.326087,2791.25,2.222222222,0.909090909,588,0,131.0526316,166.4,1,60.60606061
2,1,481637131.7,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,588,0,131.0526316,160,1,60.60606061
2,1,481637133.3,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,348,101.875,1735.5,15.22727273,110.326087,2791.25,2.222222222,0.909090909,590.8,0,131.0526316,156.8,1,60.60606061
2,1,481637133.7,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,590.8,0,131.0526316,156.8,1,60.60606061
2,1,481637134.3,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1727.7,15.22727273,110.326087,2791.25,2.222222222,0.909090909,590.8,0,131.5789474,156.8,1,60.90909091
2,1,481637135.3,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,590.8,0,131.5789474,156.8,1,60.60606061
2,1,481637136.7,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,590.8,0,131.5789474,156.8,1,60.60606061
2,1,481637137.7,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,588,0,131.0526316,160,1,60.90909091
2,1,481637138.7,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,590.8,0,197.1052632,160,1,60.60606061
2,1,481637139.3,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.326087,2791.25,2.222222222,0.909090909,590.8,0,197.1052632,160,1,60.60606061
2,1,481637140.3,371447024,A,1,9304.166667,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1735.5,15.22727273,110.326087,2791.25,2.222222222,0.909090909,590.8,0,197.1052632,160,1,60.60606061
2,1,481637141.3,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,348,101.875,1727.7,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,196.5789474,160,1,60.90909091
2,1,481637142.3,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,197.1052632,160,1,60.90909091
2,1,481637143.7,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,588,0,197.1052632,160,1,60.60606061
2,1,481637144.7,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,197.1052632,160,1,60.90909091
2,1,481637145.3,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1727.7,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,588,0,197.6315789,160,1,60.90909091
2,1,481637146.3,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,197.1052632,156.8,1,60.60606061
2,1,481637147.3,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,197.1052632,156.8,1,60.60606061
2,1,481637148.7,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1727.7,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,197.1052632,156.8,1,60.90909091
2,1,481637149.3,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,348,101.875,1727.7,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,197.1052632,156.8,1,60.90909091
2,1,481637150.3,371447024,A,1,9305,534.0740741,294.8148148,2666.25,67.14285714,346.8,101.875,1735.5,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,0,156.8,1,60.60606061
2,1,481637151.3,371447024,A,1,9305,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,0,156.8,1,60.60606061
2,1,481637152.3,371447024,A,1,9305,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1735.5,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,0,156.8,1,60.60606061
2,1,481637153.7,371447024,A,1,9305,534.0740741,295.5555556,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,0,156.8,1,60.60606061
2,1,481637154.3,371447024,A,1,9305,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,593.6,0,0,156.8,1,60.60606061
2,1,481637155.3,371447024,A,1,9305,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1727.7,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,0.526315789,156.8,1,60.90909091
2,1,481637156.3,371447024,A,1,9305,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1735.5,15.27272727,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,142.6315789,156.8,1,60.60606061
2,1,481637157.3,371447024,A,1,9305,534.0740741,295.5555556,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,262.6315789,156.8,1,60.90909091
2,1,481637158.3,371447024,A,1,9305,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1735.5,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,590.8,0,262.6315789,156.8,1,60.60606061
2,1,481637159.7,371447024,A,1,9305,534.0740741,295.5555556,2666.25,66.66666667,346.8,101.875,1727.7,15.22727273,110.3359684,2791.5,2.222222222,0.909090909,593.6,0,262.6315789,156.8,1,60.60606061
2,1,481637160.3,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,66.66666667,346.8,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,160,1,60.90909091
2,1,481637161.3,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,66.66666667,346.8,101.875,1735.5,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,160,1,60.60606061
2,1,481637162.3,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,160,1,60.60606061
2,1,481637163.7,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,593.6,0,262.6315789,160,1,60.60606061
2,1,481637164.3,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,67.14285714,348,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,593.6,0,262.6315789,160,1,60.60606061
2,1,481637165.3,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,67.14285714,348,101.875,1727.7,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,156.8,1,60.60606061
2,1,481637166.3,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,263.0263158,160,1,60.60606061
2,1,481637167.7,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,160,1,60.90909091
2,1,481637168.7,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,160,1,60.60606061
2,1,481637170.3,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,66.66666667,348,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,160,1,60.60606061
2,1,481637170.7,371447024,A,1,9305.833333,534.0740741,295.5555556,2666.25,66.66666667,348,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,160,1,60.60606061
2,1,481637171.7,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,590.8,0,262.6315789,156.8,1,60.60606061
2,1,481637172.3,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,67.14285714,346.8,101.875,1731.6,15.22727273,110.3458498,2791.75,2.222222222,0.909090909,593.6,0,262.6315789,156.8,1,60.60606061
2,1,481637174,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,85.71428571,312,93.4375,1528.8,12.72727273,110.3458498,2791.75,2.638888889,0.909090909,484.4,0,262.6315789,160,1,54.54545455
2,1,481637174.7,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,92.38095238,276,84.6875,1743.3,11.31818182,110.3458498,2791.75,8.472222222,0.909090909,400.4,0,262.6315789,160,1,48.48484848
2,1,481637175.7,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1743.3,11.31818182,110.3458498,2791.75,15.41666667,0.909090909,274.4,0,262.6315789,160,1,48.48484848
2,1,481637176.3,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1739.4,11.31818182,110.3458498,2791.75,16.66666667,0.909090909,212.8,0,262.6315789,156.8,1,48.48484848
2,1,481637177.3,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1739.4,11.31818182,110.3458498,2791.75,17.5,0.909090909,154,0,262.6315789,156.8,1,48.48484848
2,1,481637178.7,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1583.4,11.31818182,110.3458498,2791.75,18.47222222,0.909090909,100.8,0,227.3684211,156.8,1,48.48484848
2,1,481637179.7,371447024,A,1,9305.833333,534.0740741,296.2962963,2666.25,85.23809524,261.6,82.5,1407.9,11.31818182,110.3458498,2791.75,18.88888889,0.909090909,75.6,0,0,156.8,1,49.39393939
2,1,481637180.7,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,85.23809524,260.4,82.5,1411.8,11.31818182,110.3557312,2792,19.30555556,0.909090909,50.4,0,0.526315789,156.8,1,49.39393939
2,1,481637181.3,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,85.23809524,260.4,82.5,1404,11.31818182,110.3557312,2792,19.44444444,0.909090909,39.2,0,0,160,1,49.39393939
2,1,481637182.3,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,85.71428571,260.4,82.5,1400.1,11.31818182,110.3557312,2792,19.58333333,0.909090909,25.2,0,0,160,1,49.39393939
2,1,481637183.7,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,87.14285714,264,82.8125,1404,11.31818182,110.3557312,2792,19.86111111,0.909090909,0,0,0,156.8,1,49.39393939
2,1,481637184.7,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1404,11.31818182,110.3557312,2792,21.38888889,0.909090909,0,0,0,156.8,1,48.78787879
2,1,481637185.3,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1392.3,11.31818182,110.3557312,2792,23.88888889,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637186.3,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,25.41666667,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637187.3,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,27.22222222,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637188.3,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,28.61111111,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637189.7,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1404,11.31818182,110.3557312,2792,29.72222222,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637190.7,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,30.41666667,0.909090909,0,0,0,156.8,1,48.78787879
2,1,481637191.3,371447024,A,1,9306.666667,534.0740741,296.2962963,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,30.69444444,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637192.7,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1404,11.31818182,110.3557312,2792,31.25,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637193.3,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,31.52777778,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637194.7,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1396.2,11.31818182,110.3557312,2792,31.80555556,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637195.3,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,31.94444444,0.909090909,0,0,0,156.8,1,48.78787879
2,1,481637196.7,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1396.2,11.31818182,110.3557312,2792,32.08333333,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637197.3,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1396.2,11.31818182,110.3557312,2792,32.22222222,0.909090909,0,0,0,160,1,48.48484848
2,1,481637198.3,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,32.22222222,0.909090909,0,0,0,160,1,48.48484848
2,1,481637199.7,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,32.36111111,0.909090909,0,0,0,160,1,48.48484848
2,1,481637200.7,371447024,A,1,9306.666667,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3557312,2792,32.36111111,0.909090909,0,0,0,160,1,48.48484848
2,1,481637201.7,371447024,A,1,9307.5,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3656126,2792.25,32.5,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637202.3,371447024,A,1,9307.5,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1396.2,11.31818182,110.3656126,2792.25,32.63888889,0.909090909,0,0,0,156.8,1,48.48484848
2,1,481637203.7,371447024,A,1,9307.5,534.0740741,297.037037,2666.25,92.38095238,274.8,84.6875,1400.1,11.31818182,110.3656126,2792.25,32.63888889,0.909090909,0,0,0,160,1,48.48484848
